用户ID;消费金额;首页;商品分类;商品介绍;特卖页面;搜索功能;购物车;其他;合计
U00850538;2190;4;4;7;1;1;1;0;18
U00850737;2460;8;4;34;2;11;7;0;66
U00850814;2610;5;1;6;3;0;0;0;15
U00850918;9690;4;2;6;2;0;1;1;16
U00850959;2080;8;6;15;1;1;3;0;34
U00851127;1230;8;6;39;0;1;3;0;57
U00851130;10740;6;3;11;5;1;1;1;28
U00851151;7680;4;1;7;2;0;0;0;14
U00851208;2070;5;2;8;3;0;1;1;20
U00851340;7230;5;5;13;0;1;2;0;26
U00851686;27870;15;13;70;2;3;6;2;111
U00851835;2890;6;8;15;1;2;2;1;35
U00851932;2550;9;6;15;6;2;2;1;41
U00851981;1090;6;1;10;2;1;0;0;20
U00851997;3720;9;8;17;2;2;2;0;40
U00852019;860;4;3;8;3;0;1;0;19
U00852163;4530;6;5;13;1;1;1;0;27
U00852197;7210;8;7;15;1;1;3;0;35
U00852199;23370;5;5;12;1;1;1;0;25
U00852464;3000;4;4;10;1;1;2;0;22
U00852644;12060;7;3;31;0;11;7;1;60
U00852682;5930;7;5;13;5;0;2;0;32
U00852708;6410;9;5;11;4;0;0;1;30
U00852767;1620;3;5;10;0;1;1;0;20
U00852790;2840;8;3;8;4;1;0;0;24
U00852809;5260;9;1;12;4;0;1;0;27
U00852900;4750;3;4;7;1;1;1;0;17
U00852917;920;4;3;8;3;0;0;0;18
U00852934;1040;4;1;5;2;0;0;0;12
U00852957;2030;3;3;8;1;0;1;0;16
U00852963;1260;6;7;15;1;2;3;0;34
U00853008;4890;7;2;23;0;7;4;1;44
U00853187;2970;3;4;7;1;1;1;0;17
U00853529;1380;11;12;27;3;4;2;1;60
U00853546;1070;9;5;14;1;0;3;1;33
U00853592;1160;4;5;9;0;1;2;0;21
U00853606;6150;7;2;27;0;10;4;1;51
U00853675;2330;12;6;50;0;2;3;0;73
U00853712;1760;18;10;80;4;4;4;3;123
U00853737;1100;5;1;25;1;8;4;1;45
U00854220;1850;4;1;10;4;0;0;1;20
U00854248;16890;4;3;8;1;0;1;1;18
U00854253;11100;3;4;9;1;1;2;0;20
U00854255;1170;6;3;7;3;0;2;1;22
U00854309;1600;3;2;5;2;0;0;0;12
U00854437;16680;4;0;18;1;5;3;1;32
U00854623;2060;3;3;9;1;1;2;1;20
U00855011;1260;8;5;17;2;2;3;0;37
U00855035;1020;5;2;9;2;0;1;0;19
U00855040;1390;6;5;11;4;1;0;1;28
U00855191;11810;5;3;8;1;0;2;0;19
U00855247;9840;6;1;24;0;8;5;0;44
U00855270;1210;6;3;6;3;1;0;0;19
U00855317;2880;4;3;9;3;1;1;1;22
U00855557;940;14;16;81;4;3;7;1;126
U00855596;1320;3;4;9;1;1;1;0;19
U00855643;3720;9;7;17;3;2;3;1;42
U00855820;1050;4;3;7;1;1;1;0;17
U00856078;2070;3;3;7;1;0;1;0;15
U00856172;4920;4;3;10;1;1;2;0;21
U00856232;1160;5;2;8;2;0;1;0;18
U00856300;4140;17;9;66;1;3;3;2;101
U00856554;3360;4;4;9;1;1;1;0;20
U00856668;9340;13;0;56;2;17;9;1;98
U00856826;2620;7;6;10;2;1;1;0;27
U00856837;1480;4;1;6;3;0;0;0;14
U00856882;1210;3;2;5;2;0;0;0;12
U00857089;2030;4;1;6;2;1;0;0;14
U00857158;2990;4;3;7;1;1;1;0;17
U00857252;7410;8;2;23;0;8;5;1;47
U00857281;1230;4;2;11;2;1;0;0;20
U00857340;3310;3;1;4;2;1;0;0;11
U00857356;1730;4;5;9;1;1;1;0;21
U00857483;3250;6;1;30;1;10;5;0;53
U00857764;950;5;6;11;1;1;1;0;25
U00857797;2970;8;2;13;5;0;2;2;32
U00857878;2850;5;5;9;1;1;2;0;23
U00857895;25320;6;6;13;2;2;2;0;31
U00857924;6320;2;3;7;0;1;1;0;14
U00858068;1360;8;9;15;1;1;3;0;37
U00858088;9070;5;4;10;0;1;2;0;22
U00858140;4370;8;3;10;2;1;0;1;25
U00858230;1050;6;5;14;2;0;3;1;31
U00858255;1320;9;3;10;4;1;1;0;28
U00858457;11380;5;4;8;1;0;2;0;20
U00858573;4280;7;1;8;3;0;0;0;19
U00858671;2680;6;6;15;1;1;2;0;31
U00858816;1660;4;7;11;1;1;1;0;25
U00858975;1500;9;3;38;0;12;8;1;71
U00859021;3680;6;8;16;1;2;2;0;35
U00859029;11030;17;13;62;2;2;2;2;100
U00859045;1050;12;5;55;1;3;3;1;80
U00859094;2420;9;10;19;2;1;4;0;45
U00859195;3030;16;15;73;2;3;4;1;114
U00859306;1600;3;3;5;2;0;0;1;14
U00859432;7800;7;3;11;2;0;0;1;24
U00859454;5470;7;2;9;3;1;0;1;23
U00859464;5430;9;6;15;3;2;3;0;38
U00859727;46250;12;0;41;3;12;10;0;78
U00860099;1240;7;7;13;1;1;3;0;32
U00860150;7530;8;3;41;2;12;8;2;76
U00860294;8000;3;2;7;0;1;1;0;14
U00860337;15340;15;4;59;1;3;5;0;87
U00860385;1270;3;2;9;3;0;0;0;17
U00860394;2420;6;1;18;0;6;4;1;36
U00860455;1690;6;2;8;3;0;1;0;20
U00860567;10820;7;1;22;1;7;4;0;42
U00860611;37940;6;1;19;0;6;3;1;36
U00860710;4460;8;0;22;1;7;4;0;42
U00860773;1200;4;1;20;1;6;4;0;36
U00861029;7100;3;4;7;1;1;1;0;17
U00861257;1410;5;1;16;0;5;2;1;30
U00861389;890;5;1;18;0;5;3;1;33
U00861481;1460;3;2;7;3;0;0;0;15
U00861725;11560;7;8;16;0;1;1;0;33
U00861817;4080;3;4;8;1;1;1;0;18
U00861933;1210;5;4;10;1;1;1;0;22
U00862060;1190;7;3;7;2;0;1;0;20
U00862092;970;11;6;41;1;0;2;1;62
U00862142;1340;6;6;17;1;1;2;1;34
U00862256;6510;4;5;8;1;0;1;1;20
U00862279;2140;7;1;10;4;1;0;0;23
U00862301;7180;4;5;11;1;1;2;0;24
U00862331;1030;5;5;9;1;1;1;1;23
U00862504;15580;3;2;5;2;1;1;0;14
U00862540;1100;3;2;4;2;0;0;0;11
U00862595;8410;19;9;97;3;7;8;0;143
U00862802;1210;4;1;6;3;0;0;0;14
U00862928;24930;5;0;17;0;5;3;1;31
U00862942;2120;6;3;9;3;0;0;0;21
U00863196;4430;6;4;14;2;1;2;0;29
U00863245;7490;9;5;43;0;1;3;1;62
U00863299;940;5;5;11;1;0;2;0;24
U00863395;1780;4;3;6;0;0;1;0;14
U00863745;7670;5;2;8;2;0;0;0;17
U00863978;1090;7;2;9;4;2;0;0;24
U00864047;17710;5;4;9;1;1;2;0;22
U00864130;7170;5;5;10;0;0;2;0;22
U00864411;4250;19;10;64;3;3;4;2;105
U00864570;980;15;2;76;3;1;7;0;104
U00864708;10230;6;2;26;0;8;3;0;45
U00864773;6900;23;13;87;3;6;6;1;139
U00864885;1710;6;3;9;4;0;0;0;22
U00865197;1270;6;4;10;1;0;1;1;23
U00865289;15830;8;5;15;2;1;1;1;33
U00865412;7680;10;2;31;0;11;6;1;61
U00865516;1220;5;5;9;2;2;1;1;25
U00865543;2510;5;4;10;0;1;2;0;22
U00865591;2370;7;2;9;5;0;1;0;24
U00866030;1140;3;2;5;2;0;0;0;12
U00866072;2060;7;1;24;0;7;5;2;46
U00866361;15660;3;3;7;1;1;1;0;16
U00866564;2350;3;4;6;1;1;1;0;16
U00866617;1270;5;5;11;1;1;2;0;25
U00866723;1010;7;1;29;0;8;5;1;51
U00866981;1090;3;2;6;2;0;0;0;13
U00867234;2990;18;13;94;0;1;5;2;133
U00867393;1100;5;2;8;3;0;0;1;19
U00867556;4150;4;4;9;1;1;2;0;21
U00867598;11740;9;4;35;1;1;3;1;54
U00867618;12710;5;5;12;2;1;1;0;26
U00867639;2310;4;1;6;2;0;0;0;13
U00867684;1040;6;5;11;2;1;2;1;28
U00867900;1070;5;7;13;1;2;2;0;30
U00868051;10340;2;2;6;2;0;0;0;12
U00868057;1870;5;6;13;1;1;2;0;28
U00868318;1030;5;2;10;3;0;0;0;20
U00868333;1130;5;1;31;0;10;7;3;57
U00868563;24930;7;7;14;1;2;2;0;33
U00868569;3990;6;8;18;1;0;2;1;36
U00868596;1160;3;5;8;1;1;1;0;19
U00868614;10890;3;0;6;2;0;0;0;11
U00868765;3100;3;1;5;2;0;0;0;11
U00868771;980;5;2;10;4;1;0;1;23
U00868784;1200;5;3;11;1;0;2;0;22
U00868880;77600;3;3;9;1;1;1;0;18
U00868901;4510;9;8;21;2;1;3;0;44
U00868934;4310;17;0;63;0;18;11;2;111
U00869414;3110;5;5;15;0;2;1;0;28
U00869471;1460;5;3;8;4;1;0;0;21
U00869551;1360;5;2;10;4;1;0;0;22
U00869555;1740;4;3;6;2;0;1;0;16
U00869747;2900;5;7;15;0;1;2;0;30
U00869756;2130;6;5;13;1;1;2;1;29
U00869813;6280;4;3;8;1;1;2;0;19
U00869862;2770;7;6;11;1;1;2;0;28
U00869915;3220;17;12;83;2;1;7;0;122
U00869951;980;4;1;18;0;5;3;1;32
U00869958;4650;6;4;12;1;1;1;1;26
U00870014;1620;6;4;10;1;0;2;0;23
U00870042;6400;5;5;12;1;2;2;0;27
U00870166;1580;4;3;8;1;0;1;0;17
U00870266;15030;10;1;37;0;10;7;1;66
U00870281;1410;3;0;19;0;6;4;0;32
U00870421;23930;6;6;16;1;1;3;0;33
U00870486;3020;10;0;35;1;10;5;2;63
U00870695;13840;16;13;75;3;1;4;0;112
U00870868;10430;8;4;29;1;1;3;1;47
U00870907;1390;4;2;9;3;1;0;0;19
U00871363;4330;4;4;10;1;1;2;0;22
U00871426;1010;11;0;35;1;11;7;1;66
U00871480;2080;10;3;41;2;12;8;1;77
U00871576;1790;5;3;7;4;1;0;1;21
U00871798;2750;4;3;8;3;0;1;0;19
U00871886;2070;4;4;9;1;1;1;0;20
U00871941;1570;3;1;4;2;1;0;0;11
U00871978;1670;7;7;16;1;1;2;0;34
U00872068;9800;4;3;8;1;0;2;0;18
U00872168;6600;5;0;18;0;6;3;1;33
U00872176;1570;5;5;14;1;2;1;0;28
U00872188;1290;7;3;9;5;0;1;1;26
U00872191;3120;14;8;63;0;3;4;1;93
U00872202;18880;8;8;16;2;1;3;0;38
U00872359;2150;8;5;38;1;1;2;1;56
U00872409;2770;7;8;14;1;1;3;0;34
U00872528;3990;3;4;7;1;1;1;0;17
U00872550;1010;4;2;17;0;5;3;1;32
U00872612;950;3;2;5;2;1;0;0;13
U00872714;4590;8;3;8;3;0;1;1;24
U00872817;3490;5;1;19;1;5;4;0;35
U00873334;2630;17;13;96;0;3;7;2;138
U00873409;6460;3;0;16;0;6;3;0;28
U00873419;1160;7;6;37;0;2;3;0;55
U00873659;1300;7;3;31;1;2;2;1;47
U00873710;12200;6;4;9;2;0;1;1;23
U00874035;4780;11;9;22;2;1;2;1;48
U00874086;6570;8;0;23;0;7;5;1;44
U00874202;2080;9;5;39;0;1;3;0;57
U00874275;9620;4;2;5;3;0;0;1;15
U00874342;1660;4;1;5;2;0;0;0;12
U00874349;1190;7;2;7;3;1;0;1;21
U00874602;6760;3;2;17;1;4;2;0;29
U00874618;1000;7;9;19;2;2;4;0;43
U00874723;17910;9;3;27;0;8;6;2;55
U00874923;2890;10;3;42;1;1;3;0;60
U00874958;2040;8;7;17;2;1;3;1;39
U00874969;1380;15;6;62;2;2;4;1;92
U00875183;2390;8;4;13;4;0;1;0;30
U00875210;14380;11;4;37;0;0;2;1;55
U00875347;1390;8;4;35;0;1;2;0;50
U00875435;9490;6;2;25;1;8;5;1;48
U00875514;1100;2;2;6;2;0;0;0;12
U00875521;2080;6;7;12;1;1;3;1;31
U00875577;14440;10;7;34;1;2;3;0;57
U00875626;66410;5;0;19;1;5;4;1;35
U00875680;2240;7;1;28;0;9;4;2;51
U00875842;23540;7;6;13;1;1;2;1;31
U00875941;1750;8;5;13;5;0;1;2;34
U00876026;1090;4;7;13;1;1;2;0;28
U00876245;1040;5;2;5;2;0;0;0;14
U00876435;1770;12;7;66;2;2;5;0;94
U00876499;2810;12;9;54;0;2;3;0;80
U00876516;2190;6;6;14;2;1;1;1;31
U00876706;2310;6;4;30;1;0;3;1;45
U00876757;13840;7;1;30;1;10;7;0;56
U00877067;8260;7;6;13;0;2;2;1;31
U00877110;1650;9;4;36;1;1;3;1;55
U00877131;1500;6;1;25;1;8;5;2;48
U00877145;6950;9;5;39;2;2;3;1;61
U00877258;19490;5;4;9;1;1;2;0;22
U00877301;6100;3;2;5;2;1;1;0;14
U00877386;6290;10;6;16;1;1;4;1;39
U00877423;3140;3;2;6;2;0;0;1;14
U00878245;920;5;2;8;3;1;1;0;20
U00878316;1220;4;2;6;2;0;0;0;14
U00878361;10030;10;1;26;0;8;5;0;50
U00878532;18340;11;8;52;1;1;1;0;74
U00878589;5600;6;9;25;2;2;3;0;47
U00878631;3230;6;5;14;1;1;2;0;29
U00878639;13090;5;6;12;1;1;1;0;26
U00878655;20130;5;1;21;1;7;5;1;41
U00878927;910;6;6;13;2;1;2;1;31
U00878933;7350;11;7;37;1;0;3;0;59
U00879046;1250;3;4;7;1;1;0;0;16
U00879156;5750;4;4;8;1;0;1;0;18
U00879194;1360;5;7;12;1;2;2;1;30
U00879276;4600;10;11;23;3;1;3;0;51
U00879384;2300;4;5;13;1;1;2;1;27
U00879806;3170;6;0;29;0;10;5;2;52
U00879821;2280;3;2;6;1;1;0;0;13
U00880038;25810;8;1;34;1;10;7;1;62
U00880045;12860;5;6;12;2;2;2;0;29
U00880362;4140;5;4;9;1;0;1;0;20
U00880415;4280;4;0;6;2;0;0;0;12
U00880492;1070;4;1;7;2;0;1;0;15
U00880698;103740;4;0;20;0;7;3;0;34
U00881079;2990;4;4;9;1;0;2;0;20
U00881209;4970;5;4;7;2;1;0;1;20
U00881266;1300;7;6;16;2;1;3;0;35
U00881280;1530;6;3;8;3;0;0;1;21
U00881395;3920;7;5;12;0;1;2;0;27
U00881524;2820;7;6;34;1;1;2;0;51
U00882116;1060;3;3;7;2;0;1;0;16
U00882215;1160;8;5;8;4;0;2;1;28
U00882492;9170;11;7;38;1;2;2;1;62
U00882574;1070;6;6;9;5;0;1;0;27
U00882728;36230;7;2;26;2;9;6;2;54
U00882762;28080;5;0;18;1;6;4;0;34
U00882783;2590;3;2;5;2;0;1;0;13
U00882998;22450;5;0;18;0;5;3;1;32
U00883151;1200;4;2;6;2;0;1;0;15
U00883346;5800;5;0;30;1;9;5;1;51
U00883412;2320;11;1;41;0;14;9;1;77
U00883530;2540;4;1;5;2;0;0;0;12
U00883546;8280;2;2;4;2;0;1;0;11
U00883608;7920;7;7;15;2;1;2;0;34
U00883875;1030;4;2;5;3;1;1;0;16
U00883967;2670;5;4;9;1;1;1;0;21
U00884065;6270;10;7;45;1;0;3;1;67
U00884178;1180;16;7;62;0;20;14;2;121
U00884268;2770;5;0;18;1;5;4;1;34
U00884273;2170;20;11;66;0;3;3;1;104
U00884828;51490;7;1;21;0;7;4;1;41
U00884842;29150;6;0;19;1;6;4;1;37
U00884882;990;7;7;15;2;1;3;0;35
U00884973;2000;15;9;59;0;2;5;1;91
U00885012;3950;3;3;7;0;1;1;0;15
U00885052;2990;4;3;8;2;0;1;0;18
U00885084;1450;5;3;6;2;0;1;0;17
U00885277;1890;3;4;10;1;1;1;1;21
U00885286;3000;7;5;10;0;1;2;0;25
U00885292;30140;17;8;60;0;3;5;1;94
U00885393;3110;8;2;36;0;12;8;0;66
U00885668;1450;5;6;9;1;2;2;0;25
U00885725;2850;4;3;7;2;0;0;0;16
U00885727;3380;5;1;6;2;0;1;0;15
U00885789;1130;4;1;5;2;0;0;0;12
U00885827;2850;7;0;19;0;6;4;1;37
U00885830;10170;10;1;32;1;11;6;2;63
U00885851;13750;6;4;8;3;0;0;0;21
U00885901;920;4;1;8;3;0;0;0;16
U00885954;7470;7;6;12;4;0;0;1;30
U00886153;10450;5;5;11;1;1;2;0;25
U00886161;7360;3;1;7;2;0;1;0;14
U00886169;1020;11;6;48;2;1;5;1;74
U00886170;1750;8;5;35;0;1;2;1;52
U00886201;1390;4;0;18;0;7;4;1;34
U00886313;1520;5;6;13;1;1;2;1;29
U00886361;1090;5;0;20;0;5;4;1;35
U00886426;17500;9;0;33;1;9;8;0;60
U00886502;10980;2;4;8;1;1;2;1;19
U00886571;6300;5;0;25;1;9;5;1;46
U00886679;2720;8;6;16;2;0;3;0;35
U00886796;5840;6;0;21;1;6;4;1;39
U00886812;5840;6;5;13;1;1;2;0;28
U00887071;1370;3;2;5;2;1;0;0;13
U00887285;5550;7;8;13;2;2;3;0;35
U00887320;2140;9;1;30;2;8;5;1;56
U00887324;126640;9;6;45;0;0;3;2;65
U00887425;1850;10;8;51;2;3;3;1;78
U00887463;1090;4;1;16;1;6;3;1;32
U00887572;1910;4;0;21;0;6;4;1;36
U00887600;1080;4;2;7;3;1;1;0;18
U00887765;2630;5;1;6;3;0;0;0;15
U00887770;1660;11;6;12;5;0;0;1;35
U00887808;3730;6;7;13;1;2;2;0;31
U00887916;1150;4;5;11;3;1;1;0;25
U00887943;960;8;5;17;2;1;3;1;37
U00888038;3310;16;9;80;2;2;7;0;116
U00888108;4260;10;2;40;0;13;9;3;77
U00888138;850;3;3;10;1;1;1;0;19
U00888221;3610;10;3;45;1;1;3;1;64
U00888236;2100;14;3;40;0;12;6;1;76
U00888427;16180;15;11;62;1;3;6;3;101
U00888453;2800;5;5;13;1;1;3;0;28
U00888499;8320;7;6;11;2;2;2;0;30
U00888555;820;8;4;32;0;1;3;1;49
U00888663;4820;7;5;16;2;2;2;1;35
U00889033;2540;10;0;41;1;12;9;4;77
U00889110;13870;8;8;16;1;1;3;0;37
U00889153;2920;10;5;37;1;1;2;1;57
U00889216;2800;7;0;32;1;9;5;1;55
U00889250;3240;7;0;23;1;8;6;1;46
U00889363;4980;14;1;62;1;18;12;2;110
U00889389;5410;8;7;15;1;2;1;1;35
U00889694;7310;8;0;26;0;9;6;1;50
U00889713;5140;12;7;53;1;2;2;0;77
U00889767;2070;5;4;9;1;1;2;0;22
U00889919;1600;5;2;16;1;5;4;0;33
U00890047;7270;3;0;19;1;6;3;0;32
U00890204;7860;4;2;11;3;0;0;0;20
U00890232;920;6;2;8;3;0;0;0;19
U00890407;1670;9;6;42;0;2;3;2;64
U00890503;1120;3;2;4;2;0;0;0;11
U00890658;2750;9;8;23;2;3;3;0;48
U00890854;15970;8;1;33;0;10;7;2;61
U00890935;1760;12;6;45;1;2;3;2;71
U00891116;1770;4;3;7;3;0;0;0;17
U00891243;1120;11;6;51;1;2;4;1;76
U00891253;2220;2;3;7;1;1;1;0;15
U00891335;1110;7;8;41;0;1;4;0;61
U00891424;12710;7;0;26;0;8;5;1;47
U00891486;2450;5;0;21;0;6;4;1;37
U00891510;2190;5;5;10;1;0;2;0;23
U00891593;3210;4;3;8;1;1;1;0;18
U00891670;2400;8;7;16;1;1;2;0;35
U00891778;1600;4;2;5;2;0;1;0;14
U00891959;31050;7;0;34;1;10;7;1;60
U00892107;2800;6;7;14;1;1;3;0;32
U00892114;6640;4;4;10;1;1;2;0;22
U00892139;6640;13;0;43;2;11;7;3;79
U00892174;2060;4;2;5;2;1;0;1;15
U00892197;1760;4;1;4;2;0;0;0;11
U00892325;1050;6;2;11;6;1;1;0;27
U00892542;1060;6;6;11;1;1;2;0;27
U00892650;1140;6;3;7;3;0;0;0;19
U00892679;2840;4;3;5;2;1;0;1;16
U00892753;3000;8;0;41;0;12;8;0;69
U00892776;8360;4;4;8;1;0;1;0;18
U00892979;16320;10;5;36;2;11;7;1;72
U00892982;1530;7;1;9;4;2;1;1;25
U00893047;2580;7;0;9;4;0;1;1;22
U00893145;3460;6;5;13;1;0;2;1;28
U00893190;3600;4;5;9;1;1;1;1;22
U00893268;4470;8;2;10;3;0;1;0;24
U00893270;2390;10;2;33;1;12;7;1;66
U00893337;9490;20;10;77;3;4;4;0;118
U00893347;3170;7;7;17;2;1;2;1;37
U00893363;4880;8;7;16;2;1;1;0;35
U00893372;3590;4;4;8;1;1;2;0;20
U00893386;2920;3;4;7;1;1;1;0;17
U00893490;5990;11;5;15;5;1;0;0;37
U00893638;1300;3;4;7;0;0;1;1;16
U00893670;960;7;5;14;2;1;2;0;31
U00893843;990;7;4;11;3;0;1;0;26
U00893892;4260;6;0;24;1;8;4;1;44
U00893931;1690;5;4;11;0;1;1;0;22
U00893979;1540;4;6;10;1;1;1;0;23
U00893994;7270;5;4;9;1;1;1;0;21
U00894070;1390;3;6;10;1;1;2;1;24
U00894138;4280;3;5;9;2;0;1;0;20
U00894224;3010;7;3;30;1;8;5;1;55
U00894524;2300;6;7;16;1;1;1;0;32
U00894595;1180;10;5;40;1;1;4;1;62
U00894631;1920;3;3;7;1;0;1;0;15
U00894672;1300;4;4;10;1;1;2;0;22
U00895052;1220;4;0;19;1;6;3;1;34
U00895267;1120;5;1;32;2;9;6;2;57
U00895325;19410;6;5;12;2;2;2;1;30
U00895810;1690;4;1;19;0;5;4;1;34
U00895859;1130;3;3;7;1;0;1;0;15
U00895969;26430;6;0;24;0;8;5;2;45
U00896027;25820;6;0;22;0;8;4;1;41
U00896046;910;4;2;5;3;1;0;0;15
U00896103;1890;11;3;12;5;1;0;0;32
U00896204;68600;4;1;18;0;6;3;0;32
U00896625;4080;5;5;10;1;0;1;0;22
U00896648;3440;6;2;8;3;0;0;1;20
U00896656;960;3;1;5;2;0;1;0;12
U00896657;1710;3;4;9;1;1;2;0;20
U00896720;3540;6;0;24;0;7;5;1;43
U00896729;2160;8;0;10;5;1;1;1;26
U00896740;15780;6;7;14;1;1;3;0;32
U00896742;7720;6;1;19;1;7;4;1;39
U00896770;3300;4;1;5;2;0;1;0;13
U00896816;2980;14;9;68;3;3;5;2;104
U00896874;2780;4;2;6;1;1;0;0;14
U00897026;7830;10;5;41;2;1;3;0;62
U00897111;1440;3;3;7;1;0;1;0;15
U00897123;7140;3;2;6;2;0;0;0;13
U00897216;1020;5;1;10;3;1;1;1;22
U00897221;1230;4;4;6;3;0;0;0;17
U00897399;2890;5;2;9;2;0;0;0;18
U00897448;1940;5;2;7;3;0;1;0;18
U00897689;1240;4;3;8;1;1;1;1;19
U00898046;18910;12;9;20;2;2;3;1;49
U00898299;5170;4;3;8;1;0;1;0;17
U00898574;1050;9;10;24;3;3;4;0;53
U00898589;6330;9;9;20;1;2;2;1;44
U00898843;1620;5;0;23;0;8;5;0;41
U00898875;1550;4;2;7;2;0;0;0;15
U00898893;8830;9;2;27;0;9;6;2;55
U00899245;1890;6;0;20;1;6;5;1;39
U00899393;1260;6;2;24;0;8;5;0;45
U00899481;2670;6;0;21;1;8;5;0;41
U00899508;13910;10;4;42;0;13;10;2;81
U00899569;1240;6;5;12;1;1;2;0;27
U00899701;990;2;4;9;0;0;1;0;16
U00899805;7780;9;6;14;2;1;3;1;36
U00899894;3980;9;5;39;2;2;3;0;60
U00899896;1860;7;5;11;1;0;1;0;25
U00899968;3770;5;0;21;0;6;4;1;37
U00899996;31600;3;4;8;0;0;1;0;16
U00900054;3420;6;1;10;3;0;0;0;20
U00900138;2900;4;5;11;1;0;2;1;24
U00900166;1540;7;7;12;2;0;2;1;31
U00900173;1550;6;0;19;0;5;4;2;36
U00900212;7740;3;3;7;0;1;1;0;15
U00900368;6290;5;4;9;1;1;2;1;23
U00900410;1330;6;5;34;0;1;2;1;49
U00900477;1350;10;5;57;3;17;10;4;106
U00900497;3640;4;3;9;3;1;0;0;20
U00900732;18400;6;5;10;3;1;0;0;25
U00901041;26630;10;0;24;1;8;6;1;50
U00901073;2700;12;10;50;2;2;4;0;80
U00901174;2430;21;15;85;3;4;5;2;135
U00901255;1520;6;3;7;3;0;0;0;19
U00901381;1100;7;2;9;4;1;0;0;23
U00901417;2890;4;5;9;0;1;1;0;20
U00901497;2960;5;5;11;0;1;2;0;24
U00901539;2330;3;3;8;1;1;0;0;16
U00901792;22660;10;2;39;0;0;3;0;54
U00901800;2930;4;4;12;1;1;1;0;23
U00901984;4810;5;5;9;1;0;1;0;21
U00902043;7440;2;2;5;2;0;0;0;11
U00902111;4860;5;1;5;2;1;0;0;14
U00902228;1500;12;11;66;1;3;5;2;100
U00902229;1120;8;6;12;5;1;0;1;33
U00902411;2710;3;2;6;2;1;0;0;14
U00902778;1450;4;2;4;1;0;0;0;11
U00902808;1040;6;2;7;4;1;0;1;21
U00902957;12110;5;4;6;3;0;1;0;19
U00903206;1130;9;0;26;1;7;5;0;48
U00903244;1890;6;5;10;4;0;0;0;25
U00903368;9080;3;4;11;1;1;2;0;22
U00903476;12220;7;7;35;1;2;2;1;55
U00903494;1370;6;6;12;5;1;0;0;30
U00903505;1170;3;3;8;3;0;1;0;18
U00903521;1300;4;2;7;2;0;0;0;15
U00903529;25010;8;6;45;1;1;3;0;64
U00903581;5640;12;8;53;1;1;2;1;78
U00903693;3550;9;0;27;0;8;4;0;48
U00903806;1020;8;3;34;1;11;6;2;65
U00903833;5760;7;9;14;2;3;3;1;39
U00903874;3720;11;10;24;1;2;2;0;50
U00903905;3630;11;0;32;0;10;6;2;61
U00904194;2130;3;3;7;3;1;1;1;19
U00904211;1880;4;3;8;2;0;0;1;18
U00904263;6590;2;4;9;1;1;1;0;18
U00904339;1650;3;2;4;2;0;0;0;11
U00904360;3630;3;3;7;0;1;1;0;15
U00904401;2640;9;2;27;1;9;6;1;55
U00904434;2190;8;9;19;1;2;3;1;43
U00904442;1120;4;4;11;1;1;2;0;23
U00904645;2540;3;2;5;2;0;0;0;12
U00904673;2260;5;2;7;2;0;0;0;16
U00904686;1000;5;5;11;0;1;2;0;24
U00904719;32620;6;3;9;1;1;1;1;22
U00904743;5220;3;1;5;2;0;0;1;12
U00904863;1510;14;9;50;1;2;3;2;81
U00904865;20190;5;4;11;1;0;1;0;22
U00904889;1170;7;7;17;1;2;2;0;36
U00904926;2900;7;3;26;1;8;5;0;50
U00904946;2720;5;9;16;2;1;3;0;36
U00905103;20140;5;4;11;0;1;2;0;23
U00905204;3200;4;3;7;1;0;1;0;16
U00905288;1710;3;3;7;3;0;1;0;17
U00905299;2690;6;0;8;3;0;1;0;18
U00906235;4170;4;3;6;2;1;1;0;17
U00906243;1270;4;5;9;1;1;1;0;21
U00906321;2700;2;2;5;2;1;0;0;12
U00906394;41480;6;0;23;1;7;4;1;42
U00906531;1100;4;3;9;4;0;1;1;22
U00906607;1930;4;5;9;1;1;1;0;21
U00906685;1350;5;3;15;1;2;1;1;28
U00906728;18660;3;1;5;2;0;0;0;11
U00906781;1370;8;3;11;4;1;1;0;28
U00906897;6720;5;3;32;0;1;2;0;43
U00906929;4940;7;6;15;1;1;3;1;34
U00907186;11910;6;1;19;1;6;4;1;38
U00907199;9100;14;9;55;0;3;3;0;84
U00907251;1660;4;5;10;1;1;2;0;23
U00907301;3080;7;2;26;0;9;6;2;52
U00907588;29780;5;6;15;1;1;2;0;30
U00907603;2920;4;2;6;2;0;1;0;15
U00907682;2440;7;1;26;0;9;5;3;51
U00908049;1840;4;4;8;1;1;1;0;19
U00908164;5180;5;6;12;2;2;2;0;29
U00908318;19180;9;2;35;0;11;7;2;66
U00908463;1110;11;10;27;2;1;6;1;58
U00908634;27640;12;11;71;0;3;5;4;106
U00908725;7950;5;6;14;1;1;3;1;31
U00908810;1960;9;4;17;1;2;4;0;37
U00908839;1770;5;5;12;4;0;0;0;26
U00908953;1160;2;2;7;1;1;1;0;14
U00909056;28350;23;13;92;2;5;2;0;137
U00909133;1280;4;4;9;1;1;2;0;21
U00909168;2180;6;3;25;1;8;5;2;50
U00909318;900;11;1;40;0;12;8;1;73
U00909370;1030;10;0;38;2;14;8;1;73
U00909377;880;5;0;18;0;6;3;0;32
U00909476;5310;5;6;39;2;2;2;0;56
